"ID" "ageOfParent" "sexOfParent" "survivalProb" "expectedAgeAtDeath" "mutationProbGametes" "mutationProbSC" "meanMutBias" "sdMutEffectSize" "mutationProbAgeGenes"
"816_0.0008_0.0008_-0.022_0.024_0" 18 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"816_0.0008_0.0008_-0.022_0.024_0" 18 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"816_0.0008_0.0008_-0.022_0.024_0" 18 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"816_0.0008_0.0008_-0.022_0.024_0" 18 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"816_0.0008_0.0008_-0.022_0.024_0" 19 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"816_0.0008_0.0008_-0.022_0.024_0" 19 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"816_0.0008_0.0008_-0.022_0.024_0" 19 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"816_0.0008_0.0008_-0.022_0.024_0" 19 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"816_0.0008_0.0008_-0.022_0.024_0" 20 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"816_0.0008_0.0008_-0.022_0.024_0" 21 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"816_0.0008_0.0008_-0.022_0.024_0" 22 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"816_0.0008_0.0008_-0.022_0.024_0" 22 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"816_0.0008_0.0008_-0.022_0.024_0" 22 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"816_0.0008_0.0008_-0.022_0.024_0" 22 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"816_0.0008_0.0008_-0.022_0.024_0" 22 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"816_0.0008_0.0008_-0.022_0.024_0" 23 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"816_0.0008_0.0008_-0.022_0.024_0" 23 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"816_0.0008_0.0008_-0.022_0.024_0" 23 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"816_0.0008_0.0008_-0.022_0.024_0" 24 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"816_0.0008_0.0008_-0.022_0.024_0" 24 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"816_0.0008_0.0008_-0.022_0.024_0" 25 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"816_0.0008_0.0008_-0.022_0.024_0" 25 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 19 "F" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 19 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 20 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 20 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 21 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 21 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 22 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 22 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 23 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 23 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 24 "F" 0.860708 4.48464 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 24 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 25 "F" 0.818731 3.50033 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 25 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 26 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 26 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 27 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 27 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 28 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 28 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 29 "F" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 29 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 30 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 30 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 31 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 31 "F" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 32 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 32 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 33 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 33 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 34 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 34 "F" 0.860708 4.48464 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 35 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 35 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 36 "F" 0.860708 4.48464 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 36 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 37 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 37 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 38 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 38 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 39 "F" 0.860708 4.48464 8e-04 8e-04 -0.022 0.024 0
"844_0.0008_0.0008_-0.022_0.024_0" 39 "F" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 6 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 7 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 8 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 8 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 8 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 8 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 10 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 10 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 10 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 11 "M" 0.860708 4.48464 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 12 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 14 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 14 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 14 "M" 0.860708 4.48464 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 15 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 16 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 16 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 17 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 17 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 18 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 18 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 20 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 20 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 21 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 22 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 23 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 23 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 23 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 24 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 25 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"858_0.0008_0.0008_-0.022_0.024_0" 25 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 12 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 12 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 12 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 12 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 13 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 13 "M" 0.778801 2.84409 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 13 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 15 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 15 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 16 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 16 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 16 "M" 0.860708 4.48464 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 16 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 16 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 17 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 17 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 18 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 19 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 20 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 20 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 20 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 21 "M" 0.818731 3.50033 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 21 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 21 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 22 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 22 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 22 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 22 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 23 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 23 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 23 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 24 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 24 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 25 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 25 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 26 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 29 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 29 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 29 "M" 0.860708 4.48464 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 29 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 29 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 30 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 31 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 33 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 33 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 33 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 33 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"873_0.0008_0.0008_-0.022_0.024_0" 34 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 17 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 17 "F" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 18 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 18 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 19 "F" 0.860708 4.48464 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 19 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 20 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 20 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 21 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 21 "F" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 22 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 22 "F" 0.818731 3.50033 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 23 "F" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 23 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 24 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 24 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 25 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 25 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 26 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 26 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 27 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 27 "F" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 28 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 28 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 29 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 29 "F" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 30 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 30 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 31 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 31 "F" 0.818731 3.50033 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 32 "F" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 32 "F" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 33 "F" 0.860708 4.48464 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 33 "F" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 34 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 34 "F" 0.860708 4.48464 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 35 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 35 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 36 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 36 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 37 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 37 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 38 "F" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 38 "F" 1 19 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 39 "F" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"880_0.0008_0.0008_-0.022_0.024_0" 39 "F" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 14 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 14 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 16 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 16 "M" 0.860708 4.48464 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 17 "M" 0.818731 3.50033 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 17 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 17 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 18 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 18 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 19 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 20 "M" 0.740818 2.37584 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 20 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 20 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 20 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 20 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 20 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 21 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 21 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 22 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 22 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 23 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 23 "M" 0.860708 4.48464 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 24 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 24 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 25 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 26 "M" 0.860708 4.48464 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 27 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 27 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 28 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 28 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 29 "M" 1 19 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 29 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 29 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 29 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 30 "M" 0.778801 2.84409 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 30 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 30 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 31 "M" 0.860708 4.48464 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 31 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 31 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 32 "M" 0.904837 6.12228 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 33 "M" 0.860708 4.48464 8e-04 8e-04 -0.022 0.024 0
"904_0.0008_0.0008_-0.022_0.024_0" 33 "M" 0.951229 9.38076 8e-04 8e-04 -0.022 0.024 0
